Date_pre,Date_post,Site,Treatment,Color,Number,Species,Length_pre,Width_pre,Height_pre,Weight_pre,Notes_pre,POST_DEAD_ALIVE,Length_post,Width_post,Height_post,Weight_post,Genetics_Weight,Dry_Weight_plate,Dry_weight_final,Dry_weight_shell,RFTM_date,RFTM_score,peacrabs,Notes_post,LiveMM
5/29/17,,NW,LL,P,17,CV,18.9,18.75,5.8,0.96,,,69.85,46.25,21.18,33.31,G,,,,9/27-10/4,2,,,0
5/29/17,,NW,LL,P,18,CV,21.2,17.6,6.35,0.95,,,62.35,57.78,30.01,35.48,W,1.2838,1.9156,22.40377,,,,,0
5/29/17,,NW,LL,R,1,CV,20,18.7,6.5,1.09,,,49.02,38.98,18.46,2.28,G,,,,9/25-10/2,1,,,0
5/29/17,,NW,LL,R,3,CV,20.4,17.7,9.1,1.48,,,33.58,34.07,23.98,20.29,W,1.2938,1.74453,12.28294,,,,,0
5/29/17,,NW,LL,R,4,CV,20.4,17.75,5.5,0.96,,,53.75,32.87,15.14,14.29,G,,,,9/25-10/2,1,,,0
5/29/17,,NW,LL,R,8,CV,21,19.5,6.4,1.08,,,60.7,36.08,21.99,25.34,W,1.2977,1.68882,15.47712,,,,,0
5/29/17,,NW,LL,R,11,CV,20.5,17.75,6.9,1.04,,,49.57,38.26,20.18,19.59,G,,,,9/25-10/2,3,,,0
5/29/17,,NW,LL,R,12,CV,22.9,17.7,5.5,1.09,,,44.16,32.66,19.57,16.38,W,1.2945,1.5179,12.0102,,,,,0
5/29/17,,NW,LL,R,14,CV,23.5,18.5,6.45,1.05,,,57.22,33.05,15.37,16.68,G,,,,9/25-10/2,2,,,0
5/29/17,,NW,LL,R,15,CV,19.2,18.5,5.85,0.82,,,29.78,29.12,10.81,4.71,W,1.2815,1.38537,3.11767,,,,,0
5/29/17,,NW,LL,R,16,CV,22.6,18.35,10.2,1.88,,,55.95,37.96,22.5,23.82,G,,,,9/25-10/2,4,,,0
5/29/17,,NW,LL,Y,4,CV,24.3,19.2,7,1.17,,MISSING,,,,,,,,,,,,,0
5/29/17,,NW,LL,Y,5,CV,22.25,18.05,7.45,1.29,,MISSING,,,,,,,,,,,,,0
5/29/17,,NW,LL,Y,6,CV,22,18.1,6.3,1.27,,,69.2,42.12,20.99,25.34,G,,,,9/25-10/2,2,,,0
5/29/17,,NW,LL,Y,9,CV,22.3,18.1,6.5,1.11,,,70.87,45.59,27.04,40.59,W,1.2885,2.1365,25.5326,,,,,0
5/29/17,,NW,LL,Y,10,CV,20.9,18.25,6.75,1.11,,,67.74,44.5,24.56,41.63,G,,,,9/25-10/2,0,,,0
5/29/17,,NW,LL,Y,11,CV,20.7,17.8,7.05,0.99,,,78.87,37.34,19.73,28.05,W,1.2966,1.6815,17.1309,,,,,0
5/29/17,,NW,LL,Y,13,CV,20.8,18.5,7.45,1.04,,,62.99,41.59,21.58,30.56,G,,,,9/25-10/2,3,,,0
5/29/17,,NW,LL,Y,14,CV,22.6,15,6,1,,,46.17,36.86,16.03,15.31,W,1.2987,1.48235,8.78691,,,1,,0
5/29/17,,NW,LL,Y,18,CV,22.55,16.3,7,0.93,,,78.22,45.82,17.26,26.79,G,,,,9/25-10/2,3,,,0
5/30/17,,OY,HH,B,1,CV,22.1,17.8,5.7,0.95,,,57.1,44.51,21.16,23.5,G,,,,9/20-9/27,0.5,,,0
5/30/17,,OY,HH,B,2,MM,23.6,20,12.2,3.74,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,3,GD,94,37.5,27.05,52.11,,,93.88,35.78,28.47,49.7,W,1.2805,2.5534,23.4013,,,,,0
5/30/17,,OY,HH,B,4,CV,22.7,15.75,6.7,1.03,,,61.53,48.83,21.76,31.22,W,1.2913,1.9014,16.8816,,,,,0
5/30/17,,OY,HH,B,5,MM,23.2,20,12.45,3.61,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,6,GD,98.5,38,38.3,61.62,,,100.67,37.84,29.88,63.02,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,HH,B,7,GD,111.2,43.6,35,106.85,,,115.1,45.24,36.65,87.65,W,,,,,,,,0
5/30/17,,OY,HH,B,8,GD,101.8,39.35,31,71.96,,,102.58,41,30.32,73.95,G,,,,9/20-9/27,0,,PEARLS,0
5/30/17,,OY,HH,B,9,CV,25.45,17.4,7.05,1.67,,,57.54,44.5,20.51,27.85,G,,,,9/20-9/27,3,,,0
5/30/17,,OY,HH,B,10,MM,20.9,18.2,9.9,2.36,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,11,CV,18,18.9,6.4,0.94,,,31.34,19.86,7.86,2.35,W,1.2946,1.3634,1.4139,,,,,0
5/30/17,,OY,HH,B,12,MM,19.2,17.6,10.25,2.14,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,13,GD,97.8,38,30.5,57.87,,DEAD,97.43,34.74,,,,,,,,,,,0
5/30/17,,OY,HH,B,14,CV,22.6,19.5,7.1,1.53,,,56.87,40.15,21.5,25.8,G,,,,9/20-9/27,0,,SPERM,0
5/30/17,,OY,HH,B,15,MM,21,17.5,10,2.35,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,16,GD,112.5,41.25,35.1,106.75,,,114.4,45.6,34.66,95.49,W,1.2848,2.9953,44.2753,,,,,0
5/30/17,,OY,HH,B,17,MM,18.6,16.45,9.7,1.75,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,B,18,CV,18.5,15.1,4.65,0.73,,,27.45,34.03,11.58,5.19,W,1.273,1.3543,1.0736,,,,,0
5/28/17,,OY,HH,P,1,MM,20.1,16.7,4.8,2.11,,PREDATION,,,,,,,,,,,,,1
5/28/17,,OY,HH,P,2,MM,20.4,18.8,11,2.46,,DEAD,21.97,17.78,,,,,,,,,,,1
5/28/17,,OY,HH,P,3,CV,19.5,18,5.6,0.92,,,49.46,48.34,17.61,18,G,,,,9/20-9/29,0,,,1
5/28/17,,OY,HH,P,4,GD,113.5,47.4,31.2,102.23,,,112.42,45.4,33.37,104.7,G,,,,9/20-9/29,0,,,1
5/28/17,,OY,HH,P,5,CV,20.8,17.75,5,1.01,,,40.42,45.43,15.34,16.12,W,1.289,1.6306,10.1377,,,,,1
5/28/17,,OY,HH,P,6,GD,105.1,39.9,32,70.65,,,109,39.04,32.48,70.21,W,1.2667,2.3614,29.1941,,,,,1
5/28/17,,OY,HH,P,7,CV,20.2,18.3,5.1,0.92,,,45.32,46.37,15.65,17.19,G,,,,9/20-9/29,1,,,1
5/28/17,,OY,HH,P,8,CV,20.1,17.5,6.9,1.09,,,32.98,50.52,14.03,13.23,W,1.2926,1.6036,8.5748,,,,,1
5/28/17,,OY,HH,P,9,GD,110.6,43.5,29.7,90.03,,,113.34,46.06,31.9,62.84,W,1.2829,2.3836,36.3044,,,,,1
5/28/17,,OY,HH,P,10,MM,21.4,19.8,11,2.77,,PREDATION,,,,,,,,,,,,,1
5/28/17,,OY,HH,P,11,MM,21.5,19.7,10.4,2.75,,PREDATION,,,,,,,,,,,,,1
5/28/17,,OY,HH,P,12,GD,108.2,41.7,28.4,73.21,,,107.62,42.1,30.67,73.12,G,,,,9/20-9/29,0,,,1
5/28/17,,OY,HH,P,13,CV,20,15.25,6.2,1.04,,,41.1,35.06,13.89,13.36,G,,,,9/20-9/29,1,,,1
5/28/17,,OY,HH,P,14,MM,23,20.4,11.8,3.25,,PREDATION,,,,,,,,,,,,,1
5/28/17,,OY,HH,P,15,GD,104.8,40,32.3,67.88,,,103.03,34.3,33.5,73.55,W,1.2711,2.2542,32.9586,,,,,1
5/28/17,,OY,HH,P,16,CV,20,17.45,5.85,0.89,,,46.05,30.71,17.73,17.49,W,1.2782,1.6527,11.4744,,,,,1
5/28/17,,OY,HH,P,17,GD,109.9,45.2,34.5,88.8,,,109.35,35.96,35.07,90.96,G,,,,9/20-9/29,0,,,1
5/28/17,,OY,HH,P,18,MM,22.6,19.85,12.1,3.15,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,1,CV,20.5,19.2,5.5,0.98,,,59.78,40.64,18.74,20.83,G,,,,9/20-9/29,0,,,1
5/30/17,,OY,HH,R,2,GD,90.09,37.05,27.05,54.53,,,99.11,42.77,30.26,55.06,G,,,,9/20-9/29,0,,,1
5/30/17,,OY,HH,R,6,CV,19.25,17,5.25,0.87,,,53.11,44.45,17.31,19.36,W,1.2767,1.7727,13.4155,,,,,1
5/30/17,,OY,HH,R,4,MM,19.9,16.3,10,2.15,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,5,GD,97,39.1,29.75,62.05,,,92.31,41.39,27.02,51.17,W,1.2922,2.2507,24.7095,,,,,1
5/30/17,,OY,HH,R,3,MM,20.7,17.65,10.8,2.62,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,7,GD,105.2,41.25,30.06,76.19,,,104.27,43.59,32.64,75.86,G,1.2687,2.4401,53.7647,9/20-9/29,0,,,1
5/30/17,,OY,HH,R,8,CV,22.3,19.6,6,1.09,,,30.41,25.7,8.64,2.86,G,,,,9/20-9/29,0,,,1
5/30/17,,OY,HH,R,9,GD,106,42.4,32.5,75.98,,,107.62,42.3,33.96,77.78,W,1.2794,2.6101,34.0673,,,2,,1
5/30/17,,OY,HH,R,10,MM,19.4,17,10.1,1.98,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,11,MM,20,19.05,10.9,2.75,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,12,CV,19.45,18.2,5.6,0.89,,,58.84,47.67,21.24,21.56,W,1.2834,1.6599,12.597,,,,,1
5/30/17,,OY,HH,R,13,CV,21,18.1,5.5,1.08,,,45.77,35.93,14.21,14.49,G,,,,9/20-9/29,0,1,,1
5/30/17,,OY,HH,R,14,CV,20,17.2,6.2,0.98,,,45.36,40.41,15.18,14.77,W,1.2608,1.5015,10.6949,,,,,1
5/30/17,,OY,HH,R,15,GD,98.45,36.55,32.05,73.01,,,96.84,39.49,31.29,68.08,G,,,,9/20-9/29,0,,3 METACECARIAE,1
5/30/17,,OY,HH,R,16,MM,18.4,16.55,9.9,1.79,,,20.07,17.79,11.21,2.71,G,,,,NO TISSUE IN TUBE,,,,1
5/30/17,,OY,HH,R,17,MM,23.9,19.8,11.9,3.61,,PREDATION,,,,,,,,,,,,,1
5/30/17,,OY,HH,R,18,GD,103.05,43.15,31.7,76.43,,,102.61,43.61,32.9,71.4,W,1.2971,2.4975,30.4826,,,,,1
5/30/17,,OY,HH,Y,1,CV,21.4,18.5,6.2,1.08,,,61.25,43.37,16.46,27.76,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,HH,Y,2,MM,18.2,17.5,9.6,1.82,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,3,MM,20.45,18.2,10,2.38,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,4,GD,110.45,45.4,32,93.56,,,111.27,44.38,33.4,96.5,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,HH,Y,5,GD,96.8,37.4,31,57.53,,,93.5,39.82,DEAD,,,,,,,,,,0
5/30/17,,OY,HH,Y,6,CV,23.55,14.3,6.3,1.35,,,50.23,38.27,19.02,17.59,W,1.2786,1.6532,10.5518,,,,,0
5/30/17,,OY,HH,Y,7,CV,22.7,14.9,5.95,0.99,,,46.54,34.96,20.42,18.66,G,,,,9/20-9/29,1,,,0
5/30/17,,OY,HH,Y,8,MM,18.5,16.2,9.4,1.56,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,9,GD,105.4,42.3,31.2,76.43,,,104.62,39.12,33.5,60.28,W,1.2784,2.5709,29.7262,,,,,0
5/30/17,,OY,HH,Y,10,GD,105.45,8.7,31,70.17,,,105.14,43.94,28.97,72.54,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,HH,Y,11,CV,21.1,18.15,6,0.9,,,42.14,41.64,16.63,17.12,W,1.291,1.7279,11.1482,,,,,0
5/30/17,,OY,HH,Y,12,MM,17.2,15.3,7.9,1.26,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,13,GD,110.6,44.9,35,101.01,,,110.3,49.31,35.07,93.49,W,1.291,2.8423,44.4659,,,,,0
5/30/17,,OY,HH,Y,14,MM,19.25,17.4,9.4,1.87,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,15,MM,25.6,22.7,13,4.65,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,HH,Y,16,CV,20.7,15.8,6.7,0.92,,,59.29,40.62,19.21,25.39,G,,,,9/20-9/29,2,,,0
5/30/17,,OY,HH,Y,17,GD,96.8,39.25,31.7,67.7,,,96.95,40.75,30.32,63.62,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,HH,Y,18,CV,20.2,16.05,6.3,1.1,,,60.54,39.7,20.81,25.22,W,1.2833,1.83081,,,,,,0
5/30/17,,OY,HL,B,1,CV,23.4,19.1,6.5,1.05,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,2,CV,20.1,16.4,9.6,1.47,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,3,CV,22.5,15.6,5,1.03,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,4,CV,20.3,20,7.05,0.89,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,5,CV,21.8,17.1,5.95,0.95,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,6,CV,21.4,16.25,5.8,1,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,7,CV,21.45,17.2,6,0.99,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,8,CV,18.8,15.8,6,0.8,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,9,CV,21.85,14.65,6.6,0.94,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,10,CV,22.8,14.7,7.75,0.9,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,11,CV,18.7,12,5.3,0.61,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,12,CV,21.8,17.6,5.75,1.03,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,13,CV,18.45,15.4,5.5,0.83,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,14,CV,21,16.85,6.25,1.07,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,15,CV,22.5,19.05,6.6,1.09,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,16,CV,20.65,15.8,6.5,1.26,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,17,CV,18.8,15.1,6.1,0.67,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,B,18,CV,19,16,5.8,0.88,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,1,CV,24.85,15.85,8.2,1.43,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,2,CV,22.4,18.8,6.15,1.32,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,3,CV,20.1,17.8,6.3,1.07,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,4,CV,21.2,18,6.2,1.06,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,5,CV,22.5,13.9,6.35,0.98,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,6,CV,18.6,16.25,4.9,0.74,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,7,CV,22.55,16,6.8,1.09,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,8,CV,23.2,17.4,6.3,1.25,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,9,CV,19,18.3,5.65,0.92,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,10,CV,18.2,17.25,5.1,0.71,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,11,CV,20.7,13.4,8,1.17,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,12,CV,18.45,16.35,5.1,0.71,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,13,CV,18.2,17,5.75,0.81,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,14,CV,22.2,16.5,5.75,1.08,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,15,CV,17.5,15.5,6.4,0.51,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,16,CV,18.3,15,5.35,0.68,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,17,CV,18.6,15.25,5.25,0.63,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,P,18,CV,18,18,5.65,1.06,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,HL,R,1,CV,20.1,18.6,5.4,0.93,,,49.75,31.21,48.24,14.29,G,,,,9/20-9/29,5,,,0
5/30/17,,OY,HL,R,2,CV,18.25,14.55,5.1,0.67,,,38.98,28.81,12.4,8.84,W,1.2912,1.5109,5.5688,,,,,0
5/30/17,,OY,HL,R,3,CV,20,15.65,6.45,0.72,,,44.08,38.77,13.77,14.12,G,,,,9/20-9/29,1,,,0
5/30/17,,OY,HL,R,4,CV,26.1,17.6,6.3,1.42,,,54.72,35.82,17.31,19.32,W,1.2606,1.6212,1.6948,,,,,0
5/30/17,,OY,HL,R,5,CV,21,18.7,5.4,0.89,,,48.85,38.75,18.11,15.45,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,HL,R,6,CV,20.6,17.6,5.8,1.1,,,56.04,42.61,19.39,21.25,W,1.2675,1.16422,13.6523,,,1,,0
5/30/17,,OY,HL,R,7,CV,20.5,17.7,5.75,1.07,,,45.06,44.49,17.6,16.46,G,,,,9/20-9/29,0.5,,,0
5/30/17,,OY,HL,R,8,CV,20,14.95,6.5,0.81,,,45.42,32.92,17.65,14.4,W,1.2628,1.62,8.8587,,,,,0
5/30/17,,OY,HL,R,9,CV,20.5,17.8,6,0.94,,,45.98,42.5,22.43,17.48,G,,,,,MISSING,,,0
5/30/17,,OY,HL,R,10,CV,20.5,15.7,5.7,0.82,,,55.7,39.91,25.52,26.63,W,1.2606,1.8232,16.103,,,,,0
5/30/17,,OY,HL,R,11,CV,18.75,16.75,5.5,0.89,,,51.1,40.65,18.41,19.97,G,,,,9/20-9/29,1,,,0
5/30/17,,OY,HL,R,12,CV,23,15.1,7.45,0.89,,,43.97,39.04,13.5,11.42,G,,,,9/20-9/29,2,1,,0
5/30/17,,OY,HL,R,13,CV,22.8,15.5,5.8,0.84,,,57.71,31.69,17.87,17.31,W,,,,,,,,0
5/30/17,,OY,HL,R,14,CV,19,16.5,5.35,0.86,,,41.37,32.61,14.47,11.48,W,,,,,,,,0
5/30/17,,OY,HL,R,15,CV,19.1,16.8,5,0.85,,,52.05,43.35,23.63,21.48,G,,,,9/20-9/29,0.5,,,0
5/30/17,,OY,HL,R,16,CV,20.9,16.8,6.35,1.01,,,39.97,34.35,15.25,17.74,W,1.2623,1.6404,11.3526,,,,,0
5/30/17,,OY,HL,R,17,CV,2.55,17.8,7.25,1.04,,,42.86,37.63,13.08,9.92,G,,,,9/20-9/29,0,,,0
5/30/17,,OY,HL,R,18,CV,17.9,15.3,5.5,0.75,,,48.2,47.79,18.3,17.86,W,1.2532,1.6431,0.8825,,,,,0
5/30/17,,OY,HL,Y,1,CV,20.2,18.25,6.2,0.96,,,53.71,37.38,20.19,23.38,W,1.2623,1.6987,14.3238,,,,,0
5/30/17,,OY,HL,Y,2,CV,21.3,15.6,6.6,0.92,,,51.04,46.04,15,16.82,W,1.2981,1.7556,10.7882,,,,,0
5/30/17,,OY,HL,Y,3,CV,23.4,19.25,6,1.27,,,45.98,41.95,17.76,18.58,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,HL,Y,4,CV,24.5,17.5,7.1,1.41,,,45.97,37.25,16.16,15.75,G,,,,9/20-9/27,1,,,0
5/30/17,,OY,HL,Y,5,CV,24.5,18.8,6.2,1.14,,,58.06,40.15,15.66,16.67,W,1.2751,0.6702,9.505,,,,,0
5/30/17,,OY,HL,Y,6,CV,24,15.2,5.9,1.01,,,48.53,34.43,20.61,18.06,W,1.2959,1.7724,19.7621,,,,,0
5/30/17,,OY,HL,Y,7,CV,22.2,18.5,6.75,1.07,,,53.3,36.91,16.14,16.16,G,,,,9/20-9/27,1,1,,0
5/30/17,,OY,HL,Y,8,CV,24.2,16.6,6,0.95,,,47.38,37.85,14.81,12.35,W,1.2581,1.4533,8.1964,,,,,0
5/30/17,,OY,HL,Y,9,CV,18.6,16.9,7,0.72,,,,,,15.73,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,HL,Y,10,CV,24.6,17.2,7.9,1.34,,,44.51,32.68,14.48,11.85,W,1.2928,1.6213,8.3518,,,,,0
5/30/17,,OY,HL,Y,11,CV,25.45,17.4,7.2,1.54,,,71.02,43.77,16.33,23.89,G,,,,9/20-9/27,3,,,0
5/30/17,,OY,HL,Y,12,CV,22.4,19.8,8,1.39,,,55.67,43.58,18.9,20.65,W,1.2694,1.6893,14.1385,,,1,,0
5/30/17,,OY,HL,Y,13,CV,21.4,17.6,5.5,0.97,,,45.15,35.04,18.84,16.37,G,,,,9/20-9/27,1,,,0
5/30/17,,OY,HL,Y,14,CV,25.3,17.2,7.25,1.32,,,69.14,45.36,19.97,30.29,W,1.2682,1.8509,18.6843,,,,,0
5/30/17,,OY,HL,Y,15,CV,24.2,17.3,7.2,1.41,,,63.12,44.79,17.83,24.37,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,HL,Y,16,CV,24.8,16.7,6.7,1.37,,,55.37,45.18,18.73,23.66,W,1.2849,1.7488,13.5388,,,,,0
5/30/17,,OY,HL,Y,17,CV,22.7,14.8,6.4,0.85,,,52.54,37.96,17.25,19.97,G,,,,9/20-9/27,0.5,,,0
5/30/17,,OY,HL,Y,18,CV,20.5,16.1,5.85,0.96,,,41.73,36.25,18.75,14.25,G,,,,9/20-9/27,1,,,0
5/30/17,,OY,LH,B,1,GD,115,41.6,37,106.46,,,116.44,45.01,35.18,98.42,G,,,,9/20-9/27,0,1,,0
5/30/17,,OY,LH,B,2,CV,21.5,19.85,6.2,1.25,,,58.75,43.86,22.6,31.19,G,,,,,0,,SPERM,0
5/30/17,,OY,LH,B,3,MM,18.6,16.95,8.6,1.67,,MISSING,,,,,,,,,,,,,0
5/30/17,,OY,LH,B,8,MM,21.6,19.55,11.4,3.07,,MISSING,,,,,,,,,,,,,0
5/30/17,,OY,LH,B,9,GD,101.8,39.5,27.2,59.5,PIC IS LABELED 3,,101.81,40.17,28.4,56.37,W,1.2689,2.5206,23.4648,,,,,0
5/30/17,,OY,LH,B,10,CV,20.4,17.5,5.1,1,,,60.03,37.69,17.52,23.35,W,1.2988,1.9017,15.5024,,,,,0
5/30/17,,OY,LH,B,14,MM,21.3,19.35,11.3,2.9,,MISSING,,,,,,,,,,,,,0
5/30/17,,OY,LH,B,15,CV,19.3,17,4.9,0.77,,,57.98,38.57,20.59,24.22,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LH,B,17,GD,106,40.2,32.9,88.11,,,106.73,42.51,32.62,79.86,G,,,,9/20-9/27,0.5,,,0
6/1/17,,OY,LH,P,2,GD,106.4,43.6,32.7,84.26,,,107.13,45.44,34.56,83.4,G,,,,9/20-9/29,0,,,2
6/1/17,,OY,LH,P,3,CV,21.3,21.3,5.6,0.9,,,53.78,36.41,17.16,16.42,G,,,,9/20-9/29,0,,,2
6/1/17,,OY,LH,P,5,MM,14.5,13.1,7.75,0.94,,,15.7,12.96,9.31,1.38,G,,,,9/20-9/29,0,,,2
6/1/17,,OY,LH,P,7,GD,90.2,36.7,26.5,47.44,,,91.6,37.17,26.26,43.7,W,1.2629,2.2083,21.4491,,,,,2
6/1/17,,OY,LH,P,11,MM,24.5,24.5,12.15,3.62,,,24.79,20.26,12.81,4.84,W,1.2637,1.4368,3.0839,,,,,2
6/1/17,,OY,LH,P,12,CV,17.7,17.7,5.45,0.79,,,49.73,40.75,26.43,21.84,W,1.2942,1.9109,15.2168,,,,,2
6/1/17,,OY,LH,P,13,CV,21.9,21.9,5.75,0.98,,,48.91,44.43,15.03,17.24,G,,,,9/20-9/29,0,,,2
6/1/17,,OY,LH,P,15,GD,115.2,43.5,35.7,102.08,,,114.81,43.29,36.18,98.3,G,,,,9/20-9/29,0,,,2
6/1/17,,OY,LH,P,18,MM,14.45,14.45,7.35,0.86,,DEAD,13.34,14.1,,,,,,,,,,,2
5/29/17,,OY,LH,R,1,MM,15.1,13.9,5.2,0.68,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,2,GD,111.5,41.7,35.25,94.66,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,4,CV,19,16.5,9.2,1.78,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,9,GD,106.7,40.1,34.65,81.59,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,9,MM,21.7,17,5.7,0.92,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,12,CV,23.3,20.3,10.8,3.08,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,13,MM,16.85,12.05,4.9,0.53,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,14,GD,106.1,42.3,32,80,,MISSING,,,,,,,,,,,,,
5/29/17,,OY,LH,R,16,CV,20.5,18.35,10.6,2.47,,MISSING,,,,,,,,,,,,,
5/30/17,,OY,LH,Y,4,CV,21.1,14.4,5.5,0.89,,,49.26,43.03,18.32,20.74,G,,,,9/20-9/27,0,1,3 COPEPODS,0
5/30/17,,OY,LH,Y,2,MM,21,18,9.95,2.26,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,LH,Y,3,GD,94.55,39,27,58.1,,,93.55,39.1,28.4,56.55,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LH,Y,7,MM,20,18.1,9.3,2.11,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,LH,Y,12,CV,18.4,17.6,7.55,1,,,53.23,43.33,19.11,28.62,W,1.2919,1.832,18.4636,,,,,0
5/30/17,,OY,LH,Y,5,GD,100,40.5,30.9,71.4,,,103.3,42.29,30.8,71.1,G,,,,9/20-9/27,0,1,,0
5/30/17,,OY,LH,Y,6,GD,111,42.25,31.9,86.43,,,109.1,44.5,32.38,81.07,W,1.28,2.6438,36.5095,,,,,0
5/30/17,,OY,LH,Y,15,MM,20,17,10.6,2.27,,PREDATION,,,,,,,,,,,,,0
5/30/17,,OY,LH,Y,17,CV,20.4,19,5.4,1.12,,,50.69,38.86,16.88,18.37,G,,,,9/20-9/27,1,,,0
5/30/17,,OY,LL,B,1,CV,22.45,16.7,6,1.11,,,54.71,45.93,19.51,27.12,G,,,,9/20-9/27,2,,,0
5/30/17,,OY,LL,B,4,CV,18,16,5.2,0.78,,,57.09,39.22,21.41,25.58,W,1.2791,1.791,14.6797,,,,,0
5/30/17,,OY,LL,B,6,CV,18.9,16.9,5.95,0.75,,,44.45,36.27,21.37,19.32,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LL,B,9,CV,8.2,14.5,4.5,0.69,,,50.3,41.3,14.96,18.04,W,1.2887,1.6099,11.9929,,,,,0
5/30/17,,OY,LL,B,11,CV,20,17.2,6.1,0.89,,,53.19,39.6,14.71,18.93,G,,,,9/20-9/27,0,,,0
5/30/17,,OY,LL,B,12,CV,17.7,16,4.8,0.8,,,49.65,44.27,15.89,19.55,W,1.2654,1.7123,11.889,,,,,0
